Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,State,City,Region,Postal_Code,Product_ID,Product_Name,Category,Sub_Category,Brand,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Profit_Margin,Ship_Mode,Shipping_Cost,Payment_Method,Order_Status,Salesperson,Return_Status,Customer_Rating
ORD041994,2024-06-08,2024-06-18,CUST06982,Neha ,Consumer,India,Tamil Nadu,Chennai,North,744336,P02703,Notebook ,Office Supplies,Paper,Nova,6,593.7,-0.1,3918.4200000000005,379.93,1638.84,41.82,Standard,182.86,Card,Pending,Anjali,,3
ORD008779,2024-01-10,,CUST11698,Sara Patel, consumer ,,Maharastra,Chennai,North,400001 ,P01814,Phone X,Furniture,Table,Acme,16,4692.28,-0.1,82584.128,2999.05,34599.33,41.9,standard ,430.49,UPI,Pending,Rohit,No,2
ORD036088,2024-03-22,,CUST09693,Amit Khan, consumer ,UAE,Maharashtra,Mumbai,West,416656,P01498,Notebook ,Office Supplies,Paper,Nova,12,4309.05,,51708.600000000006,3594.72,8571.96,16.58,Same Day,330.71,Card,Shipped,,Yes,
ORD030515,2024-10-27,2024-11-06,CUST03222,Rahul Sharma, consumer ,India,Tamil Nadu,Bengaluru,South,952542,P00504,Phone Pro,Technology,Laptop,Nova,18,2133.98,,38411.64,1777.25,6421.14,16.72,standard ,154.91,UPI,Cancelled,,Yes,3
ORD044414,"Mar 08, 2025",2025-03-22,CUST10263,John Singh,Corporate,,Maharashtra,Pune,West,609543,P00599,Phone Max,Furniture,Chair,,14,1349.28,1.2,-3777.983999999999,766.33,-14506.6,383.98,standard ,333.38,,Shipped,Rohit,No,5
ORD000971,2023-02-26,2023-03-11,CUST12853,Vikas ,Corporate,INDIA,Delhi,Chennai,,ABC123,P00653,Laptop 2025,Office Supplies,Paper,Acme,14,3117.26,,43641.64,2235.55,12343.94,28.28,standard ,104.12,UPI,Delivered,Rohit,,1
ORD002116,12/01/2023,2023-01-19,CUST12267,Neha ,Consumer,UAE,Delhi,Chennai,North,904520,P01606,Notebook ,Technology,Laptop,Acme,20,4831.94,-0.1,106302.68,2591.81,54466.48,51.24,Same Day,405.04,UPI,Pending,,,1
ORD027330,2023-02-26,2023-02-27,CUST14530,Neha Patel,Home Office,USA,Karnataka, MUMBAI ,South,400001 ,P02482,Phone ,Office Supplies,Paper,,10,979.42,,9794.199999999999,865.22,1142.0,11.66,Express,248.9,,Shipped,Rohit,Yes,4
ORD012127,"Nov 03, 2024",2024-11-04,CUST09016,Vikas Sharma, consumer ,india,Delhi,Chennai,,ABC123,P02655,Desk X,Technology,Phone,Acme,2,1299.15,-0.1,2858.1300000000006,1046.32,765.49,26.78,Express,110.8,Net Banking,Cancelled,,Yes,
ORD002868,2025-05-13,2025-05-28,CUST08928,Amit Sharma,Consumer,,Maharashtra, MUMBAI ,North,ABC123,P02506,Chair X,Furniture,Chair,Nova,13,663.52,-0.1,9488.336000000001,586.7,1861.24,19.62,Standard,187.62,Card,Delivered,Meera,No,
ORD031718,09/12/2024,2024-12-13,CUST14276,Rahul Singh,Home Office,,Gujarat,Pune,West,583149,P02226,Desk Max,Furniture,Table,Acme,6,2172.42,0.27,9515.1996,1928.33,-2054.78,-21.59,Express,138.55,,Cancelled,Meera,,1
ORD042341,15/04/2024,2024-04-19,CUST10290,Amit Singh,Home Office,USA,Maharastra, MUMBAI ,,725455,P00014,Chair 2025,Technology,Phone,Nova,3,4084.67,-0.1,13479.411000000002,3287.97,3615.5,26.82,Same Day,220.88,UPI,Shipped,Anjali,,Five
ORD018255,"Dec 17, 2023",2023-12-27,CUST06982,Neha Khan,Home Office,india,, MUMBAI ,,400001 ,P00454,Mouse Max,Furniture,Table,,6,4025.2,,24151.199999999997,1764.27,13565.58,56.17,Same Day,361.4,Card,Pending,Rohit,Yes,
ORD001821,"Nov 22, 2024",2024-11-28,CUST04224,Sneha Patel,Corporate,,,Hydrabad,,,P00595,Desk ,Technology,Phone,,11,285.3,-0.1,3452.1300000000006,213.62,1102.31,31.93,Standard,128.73,COD,Pending,Meera,,3
ORD001459,"Feb 03, 2023",2023-02-17,CUST10210,Priya Khan, consumer ,india,Karnataka,Delhi,North,ABC123,P02568,Desk Max,Technology,Phone,Zen,15,2185.31,,32779.65,1940.16,3677.25,11.22,standard ,334.06,Cash,Delivered,Rohit,No,2
ORD036989,"Jan 09, 2023",2023-01-18,CUST06705,Amit Khan, consumer ,,Gujarat,Hydrabad,West,400001 ,P01014,Notebook X,Furniture,Table,Nova,0,3113.45,-0.1,0.0,2206.74,0.0,,Standard,185.8,UPI,Cancelled,,No,4
ORD008929,"Jan 05, 2023",2023-01-06,CUST12847,Sara Singh, consumer ,,Maharastra,Mumbai,West,,P00217,Desk ,Furniture,Table,Acme,1,2793.87,-0.1,3073.257,2008.27,1064.99,34.65,Same Day,208.76,,Shipped,Karan,Yes,2
ORD014433,2024-02-19,2024-02-29,CUST05437, Khan,Consumer,,Delhi,Mumbai,North,803435,P02966,Desk 2025,Furniture,Chair,Nova,9,510.7,0.38,2849.706,250.31,596.92,20.95,Same Day,229.08,COD,Shipped,Anjali,No,
ORD040843,2023-04-13,,CUST13275,John Khan, consumer ,UAE,Delhi, MUMBAI ,North,ABC123,P00047,Desk Max,Office Supplies,Paper,Zen,9,3603.29,1.2,-6485.921999999999,2802.69,-31710.13,488.91,Express,41.76,UPI,Pending,Meera,Yes,5
ORD037291,"Sep 07, 2024",2024-09-11,CUST01999,Aditya Khan,Home Office,India,Delhi,Mumbai,South,400001 ,P01499,Chair X,Furniture,Chair,Nova,4,2695.64,,10782.56,1112.33,6333.24,58.74,Express,249.82,COD,Pending,Karan,,5
ORD038113,"Dec 25, 2023",2023-12-27,CUST10296,Neha ,Consumer,USA,Maharastra,Bengaluru,,ABC123,P00438,Laptop ,Tech,Paper,Prime,19,₹437.3,0.29,5899.177000000001,273.24,707.62,12.0,standard ,362.67,UPI,Pending,Meera,No,2
ORD044208,"Jan 10, 2023",2023-01-12,CUST12659,Vikas Sharma,Home Office,India,Maharastra,Chennai,South,,P01248,Notebook 2025,Office Supplies,Paper,Acme,12,615.85,0.36,4729.728000000001,433.4,-471.07,-9.96,Same Day,421.77,Cash,Shipped,Meera,No,Five
ORD034914,"Nov 07, 2023",2023-11-06,CUST04771,Rahul Sharma,Corporate,,Gujarat,Bengaluru,East,252456,P01897,Laptop Pro,Tech,Laptop,Nova,14,4447.35,1.2,-12452.579999999998,3872.23,-66663.8,535.34,Same Day,434.7,Cash,Cancelled,Meera,Yes,
ORD043842,"Feb 17, 2025",2025-02-16,CUST04668,Amit Sharma, consumer ,UAE,Tamil Nadu,Delhi,East,,P00433,Phone X,Technology,Phone,Prime,0,1248.13,-0.1,0.0,1074.23,0.0,,Standard,188.02,,Delivered,Meera,No,3
ORD038948,2023-06-02,2023-06-11,CUST08505, ,Home Office,UAE,Gujarat, MUMBAI ,North,,P01338,Desk ,Technology,Phone,,18,2281.13,,41060.340000000004,1721.05,10081.44,24.55,standard ,84.94,,Delivered,Karan,Yes,Five
ORD031088,31/07/2023,2023-08-08,CUST11309,Rahul Patel,Home Office,UAE,Tamil Nadu,,West,400001 ,P00337,Chair X,Furniture,Table,Zen,20,1420.79,,28415.8,1023.52,7945.4,27.96,Standard,128.07,,Cancelled,Anjali,,Five
ORD000886,"Apr 25, 2025",2025-05-10,CUST12062,Rahul Sharma, consumer ,,Maharashtra,,South,,P00374,Notebook X,Office Supplies,Paper,Acme,12,2055.02,1.2,-4932.047999999999,1623.96,-24419.57,495.12,standard ,325.41,COD,Shipped,Anjali,No,
ORD020463,2024-10-27,2024-10-25,CUST06716,Sara Khan, consumer ,india,Gujarat,Bengaluru,,670797,P01118,Chair 2025,Furniture,Chair,,10,1670.96,0.19,13534.776,768.44,5850.38,43.22,Standard,114.61,Net Banking,Delivered,Rohit,No,1
ORD007182,2025-02-08,2025-02-08,CUST06257,Neha Sharma,Home Office,INDIA,,Hydrabad,East,ABC123,P01866,Desk Max,Technology,Laptop,,6,4958.32,1.2,-5949.983999999999,3420.62,-26473.7,444.94,Same Day,79.95,,Pending,,No,5
ORD032942,"Nov 21, 2023",2023-12-05,CUST06156,Aditya Patel, consumer ,,Maharastra,Hydrabad,East,641434,P02635,Laptop Pro,Technology,Phone,Prime,2,4282.37,-0.1,9421.214,3032.38,3356.45,35.63,Standard,384.21,UPI,Shipped,,No,2
ORD011071,2025-04-23,2025-04-22,CUST03821,Vikas , consumer ,india,Tamil Nadu,Bengaluru,,,P00864,Laptop ,Office Supplies,Paper,Zen,1,888.39,1.2,-177.67799999999997,433.14,-610.82,343.78,Same Day,60.43,Card,Pending,Anjali,,5
ORD033022,2023-04-16,2023-05-01,CUST06971,Vikas ,Consumer,india,Delhi,Pune,West,183453,P01118,Laptop Max,Furniture,Table,Nova,16,3736.55,0.17,49621.384,2121.15,15682.98,31.61,Standard,206.97,Cash,Cancelled,Karan,Yes,4
ORD002626,12/05/2024,2024-05-17,CUST10255,Rahul Sharma,Corporate,,Maharashtra,,South,400001 ,P00419,Desk 2025,Furniture,Table,,12,3561.08,0.08,39314.3232,1719.89,18675.64,47.5,standard ,223.57,Cash,Cancelled,Anjali,No,3
ORD043345,07/08/2024,2024-08-22,CUST05502,Amit Patel,Corporate,UAE,Maharashtra,,South,ABC123,P01966,Laptop Pro,Office Supplies,Paper,Nova,17,4488.4,0.46,41203.511999999995,1963.11,7830.64,19.0,Express,73.06,Cash,Pending,Karan,No,Five
ORD026744,30/04/2023,2023-05-08,CUST08473,Neha Khan,Consumer,UAE,Maharashtra,Bengaluru,,ABC123,P02276,Laptop X,Furniture,Table,Prime,11,129.33,0.47,753.9939,75.32,-74.53,-9.88,Standard,499.94,Cash,Pending,Karan,,Five
ORD010933,2025-02-10,2025-02-09,CUST08558,Sara Patel,Corporate,India,Tamil Nadu,,,ABC123,P01890,Mouse Pro,Technology,Laptop,Zen,5,4805.96,1.2,-4805.959999999999,2592.46,-17768.26,369.71,Express,45.7,Net Banking,Shipped,,No,5
ORD004614,2024-01-04,2024-01-05,CUST00055, Khan,Corporate,India,Maharastra, MUMBAI ,North,ABC123,P02861,Chair Pro,Office Supplies,Paper,Prime,6,736.51,0.06,4153.916399999999,450.06,1453.56,34.99,Same Day,242.93,Cash,Delivered,Karan,No,5
ORD027692,"Feb 25, 2025",2025-03-01,CUST10508,Rahul Sharma,Home Office,USA,Gujarat,,North,400001 ,P00069,Chair Pro,Technology,Phone,Nova,11,525.77,0.4,3470.0819999999994,400.39,-934.21,-26.92,Express,415.85,,Cancelled,,No,
ORD005741,2023-09-15,2023-09-23,CUST01723,Aditya Singh,Corporate,UAE,Gujarat, MUMBAI ,,400001 ,P01292,Mouse ,Office Supplies,Paper,Nova,9,4759.53,1.2,-8567.153999999997,2251.74,-28832.81,336.55,standard ,402.9,Cash,Cancelled,Rohit,,3
ORD029416,09/01/2023,2023-01-15,CUST13126,Aditya Khan, consumer ,,Tamil Nadu,Hydrabad,West,400001 ,P01235,Desk 2025,Furniture,Table,,3,4908.66,1.2,-2945.1959999999995,2682.23,-10991.89,373.21,Standard,218.77,Net Banking,Shipped,Karan,,4
ORD027503,30/07/2023,2023-08-07,CUST07383,Vikas ,Home Office,UAE,Maharashtra, MUMBAI ,,ABC123,P00034,Notebook Max,Office Supplies,Paper,Acme,4,388.93,1.2,-311.14399999999995,347.16,-1699.78,546.3,Express,191.15,COD,Cancelled,,Yes,1
ORD030042,2023-11-14,2023-11-27,CUST14863,Priya Khan, consumer ,UAE,Maharastra,,,ABC123,P02177,Notebook X,Office Supplies,Paper,,9,4906.6,0.12,38860.272000000004,3857.04,4146.91,10.67,Same Day,476.61,Cash,Shipped,Anjali,Yes,
ORD023194,2023-07-19,2023-07-23,CUST06884,Vikas Singh,Consumer,India,Delhi,,East,400001 ,P01378,Notebook 2025,Office Supplies,Paper,Nova,7,4770.33,-0.1,36731.541,2086.48,22126.18,60.24,Standard,55.14,Net Banking,Delivered,Meera,,5
ORD014982,2024-04-21,,CUST04099,Vikas Sharma,Home Office,INDIA,Maharashtra,Chennai,West,ABC123,P02929,Chair Pro,Office Supplies,Paper,Prime,1,4642.43,-0.1,5106.673000000001,3489.11,1617.56,31.68,Express,150.55,UPI,Shipped,Meera,,
ORD007123,2023-11-25,2023-11-30,CUST08392, Patel,Corporate,UAE,,Delhi,North,117853,P00656,Chair X,Furniture,Chair,Nova,14,466.12,,6525.68,285.71,2525.74,38.7,Express,452.2,Net Banking,Delivered,Rohit,,
ORD007118,"Jun 14, 2024",2024-06-12,CUST01634,Neha Sharma, consumer ,,Karnataka,Pune,North,400001 ,P02520,Desk Max,Technology,Laptop,Zen,8,759.25,,6074.0,637.23,976.16,16.07,Standard,410.45,Cash,Delivered,Anjali,,
ORD012369,2024-08-31,2024-08-31,CUST11976,Neha ,Corporate,,Maharashtra,Hydrabad,,400001 ,P02966,Notebook 2025,Furniture,Table,,12,97.74,,1172.8799999999999,39.83,694.92,59.25,standard ,154.4,UPI,Cancelled,Anjali,,Five
ORD018685,28/04/2024,2024-05-06,CUST09064, Khan,Consumer,USA,Tamil Nadu,Mumbai,,,P00911,Desk X,Furniture,Table,Zen,6,3789.51,-0.1,25010.766000000003,2875.91,7755.31,31.01,Same Day,92.1,UPI,Pending,Anjali,No,5
ORD042972,2025-02-02,2025-02-17,CUST10493, Singh,Consumer,India,Tamil Nadu,Hydrabad,South,467809,P02455,Laptop X,Office Supplies,Paper,,6,585.84,,3515.04,445.54,841.8,23.95,standard ,468.04,Card,Cancelled,Anjali,Yes,
ORD038691,"Sep 03, 2023",2023-09-06,CUST12507, Sharma, consumer ,INDIA,Karnataka,Bengaluru,North,420235,P02878,Laptop ,Technology,Phone,Nova,9,3944.96,-0.1,39055.104,2184.86,19391.36,49.65,standard ,74.69,Net Banking,Delivered,,No,5
ORD016072,"Jan 18, 2025",2025-01-23,CUST11966,Rahul , consumer ,india,Maharastra,Delhi,East,759621,P02262,Mouse Max,Furniture,Table,,1,2216.83,,2216.83,1754.44,462.39,20.86,Same Day,300.99,Card,Cancelled,Karan,Yes,4
ORD042888,2024-10-29,2024-10-28,CUST05537, Khan,Corporate,USA,Gujarat,Chennai,,954961,P00885,Laptop Max,Furniture,Table,Acme,20,422.25,0.38,5235.9,367.04,-2104.9,-40.2,Express,380.75,UPI,Delivered,Anjali,Yes,3
ORD008190,2024-02-16,2024-02-25,CUST09519,Vikas Sharma, consumer ,UAE,Delhi,Delhi,South,400001 ,P02765,Mouse X,Technology,Phone,,12,1833.78,0.06,20685.038399999998,1596.16,1531.12,7.4,standard ,142.9,,Pending,Karan,Yes,5
ORD037172,"Jan 15, 2024",2024-01-17,CUST03280,Neha Sharma,Consumer,UAE,Maharashtra,Chennai,South,ABC123,P00704,Desk X,Furniture,Chair,Acme,15,4616.39,0.18,56781.59700000001,3049.38,11040.9,19.44,standard ,203.8,COD,Cancelled,Anjali,Yes,5
ORD035192,2025-02-28,2025-03-01,CUST00924,Rahul Patel,Home Office,USA,Karnataka,Mumbai,North,254437,P02628,Notebook ,Technology,Laptop,,8,3138.27,1.2,-5021.231999999999,1592.52,-17761.39,353.73,standard ,467.51,UPI,Cancelled,Anjali,No,1
ORD021309,"Mar 04, 2023",,CUST12799,Amit Khan, consumer ,,Delhi,,,ABC123,P02084,Mouse 2025,Furniture,Chair,Nova,17,621.2,1.2,-2112.08,451.89,-9794.21,463.72,standard ,218.53,Net Banking,Cancelled,,No,Five
ORD028014,"Aug 06, 2024",2024-08-08,CUST13812,Sneha Patel,Consumer,india,Karnataka,Hydrabad,North,400001 ,P00215,Laptop 2025,Furniture,Table,Zen,13,4106.78,1.2,-10677.627999999997,1790.23,-33950.62,317.96,standard ,59.49,Card,Delivered,Anjali,Yes,Five
ORD044906,24/04/2025,2025-04-27,CUST06752,Sara Singh,Consumer,USA,Gujarat,Bengaluru,,971956,P02975,Laptop X,Technology,Phone,Prime,9,913.98,0.49,4195.1682,600.39,-1208.34,-28.8,standard ,271.5,COD,Delivered,Meera,Yes,5
ORD033657,2024-10-29,2024-11-02,CUST14372,Amit Sharma,Home Office,India,Maharastra,Delhi,South,224119,P00912,Desk 2025,Office Supplies,Paper,Prime,8,3831.26,-0.1,33715.088,2584.58,13038.45,38.67,standard ,485.43,Card,Pending,,Yes,
ORD005756,"Jan 23, 2025",2025-02-05,CUST10604,Rahul Singh,Corporate,India,Gujarat, MUMBAI ,North,606683,P00875,Chair X,Furniture,Chair,Acme,20,2687.99,-0.1,59135.78,1819.65,22742.78,38.46,Express,374.77,Cash,Delivered,Meera,No,4
ORD023127,2023-12-20,2023-12-24,CUST09843,Vikas ,Home Office,USA,Delhi,,North,326282,P00184,Desk 2025,Office Supplies,Paper,,18,2532.03,1.2,-9115.307999999997,1210.34,-30901.43,339.01,Same Day,224.45,Net Banking,Shipped,Karan,,2
ORD011959,2023-09-02,2023-08-31,CUST13866,Neha Singh,Home Office,India,,Delhi,,ABC123,P02848,Phone ,Technology,Phone,Acme,19,3506.85,,66630.15,1964.09,29312.44,43.99,standard ,166.51,Cash,Shipped,Meera,Yes,1
ORD002141,2024-09-24,2024-09-22,CUST04548,Rahul Sharma, consumer ,india,Maharashtra,,West,216935,P01936,Notebook Max,Furniture,Chair,Nova,-1,407.15,,-407.15,180.19,-226.96,55.74,standard ,42.0,Card,Shipped,Karan,Yes,5
ORD018634,"Jan 30, 2023",2023-02-13,CUST12741,Vikas Singh,Consumer,INDIA,,Mumbai,West,400001 ,P00770,Chair Pro,Technology,Phone,Acme,6,3676.0,0.5,11028.0,3226.48,-8330.88,-75.54,standard ,426.62,UPI,Pending,Karan,No,2
ORD020751,2023-10-30,2023-10-30,CUST03201,Rahul Patel, consumer ,,Maharashtra,Bengaluru,East,ABC123,P00445,Mouse 2025,Furniture,Table,Acme,19,2061.73,-0.1,43090.15700000001,1236.12,19603.88,45.5,Standard,332.51,COD,Cancelled,Meera,No,4
ORD013802,2023-02-03,2023-02-09,CUST01021,Sneha Khan,Corporate,india,Tamil Nadu,Mumbai,West,261213,P01975,Laptop Pro,Office Supplies,Paper,Zen,13,245.33,0.06,2997.9325999999996,217.83,166.14,5.54,Same Day,81.13,Card,Shipped,Rohit,,2
ORD005055,"Jan 05, 2025",2025-01-03,CUST08717,Priya ,Consumer,USA,Karnataka,Hydrabad,East,ABC123,P02176,Mouse ,Technology,Laptop,Prime,3,3436.7,0.35,6701.565,1893.51,1021.03,15.24,standard ,323.45,UPI,Shipped,Karan,No,2
ORD039900,"Apr 30, 2023",2023-05-13,CUST05462,John Singh,Home Office,UAE,Maharastra,Pune,East,400001 ,P01659,Notebook Pro,Furniture,Table,Zen,10,1221.95,,12219.5,782.92,4390.3,35.93,Express,354.66,UPI,Cancelled,Anjali,,3
ORD013346,2024-05-11,2024-05-20,CUST03038,Rahul Sharma,Corporate,india,Maharastra,,South,ABC123,P02370,Chair ,Furniture,Chair,Zen,7,3816.44,,26715.08,1701.15,14807.03,55.43,Standard,46.87,UPI,Shipped,,No,1
ORD029805,"Apr 28, 2025",2025-05-05,CUST14140,Neha Singh,Corporate,USA,Maharashtra,Bengaluru,East,409364,P01009,Laptop ,Technology,Phone,Nova,9,1871.6,1.2,-3368.8799999999987,960.74,-12015.54,356.66,Standard,284.17,Card,Shipped,Anjali,No,2
ORD018116,2023-12-22,2023-12-31,CUST04636,Rahul Khan,Consumer,INDIA,Maharastra, MUMBAI ,South,400001 ,P02540,Mouse Pro,Technology,Phone,Nova,6,879.36,,5276.16,379.9,2996.76,56.8,Standard,27.07,Cash,Cancelled,Rohit,No,5
ORD004548,"Nov 26, 2024",2024-11-30,CUST14401,Amit Patel,Home Office,India,,,West,400001 ,P01809,Desk Pro,Technology,Laptop,Nova,8,2733.73,-0.1,24056.824,2033.08,7792.18,32.39,standard ,271.94,,Pending,Rohit,No,2
ORD011476,2024-11-23,,CUST06227,Vikas Patel,Home Office,INDIA,,Mumbai,,,P02521,Chair ,Furniture,Table,,17,476.18,0.32,5504.6408,347.59,-404.39,-7.35,Express,375.62,UPI,Shipped,,No,Five
ORD038722,2023-04-13,2023-04-28,CUST01295,Amit Sharma,Consumer,USA,,Delhi,North,ABC123,P00483,Desk 2025,Technology,Phone,Nova,3,236.33,0.5,354.495,172.44,-162.82,-45.93,Same Day,258.32,Net Banking,Shipped,Rohit,Yes,5
ORD026107,22/04/2025,2025-04-25,CUST00036,Amit Patel, consumer ,USA,Maharastra,Chennai,North,400001 ,P00542,Chair ,Technology,Laptop,Prime,19,356.88,,6780.72,175.48,3446.6,50.83,standard ,442.45,,Delivered,Karan,No,1
ORD003571,2023-08-28,2023-09-11,CUST10118,Amit Singh, consumer ,USA,Tamil Nadu,Delhi,,,P01982,Chair Pro,Furniture,Table,,9,1494.17,1.2,-2689.5059999999994,845.7,-10300.81,383.0,Same Day,215.97,Cash,Shipped,Karan,No,5
ORD034546,"Oct 02, 2024",2024-10-06,CUST02618, Singh,Consumer,india,,Mumbai,,ABC123,P02242,Laptop ,Furniture,Chair,Prime,0,2093.69,-0.1,0.0,1648.15,0.0,,Same Day,191.91,Cash,Delivered,Karan,,4
ORD009599,"Dec 22, 2024",2024-12-28,CUST10702, Khan,Consumer,USA,Delhi,Pune,South,ABC123,P01114,Mouse ,Technology,Laptop,Acme,17,4451.51,0.14,65081.076199999996,3298.18,9012.02,13.85,standard ,296.92,UPI,Pending,Anjali,Yes,4
ORD038420,2025-03-02,2025-03-16,CUST01893,Rahul Singh,Corporate,india,Karnataka,Pune,North,ABC123,P02181,Notebook Max,Technology,Phone,Prime,12,337.0,1.2,-808.7999999999998,298.31,-4388.52,542.6,Same Day,109.51,COD,Shipped,Anjali,No,
ORD031383,02/11/2023,2023-11-02,CUST00441,Neha ,Home Office,INDIA,Maharashtra,Bengaluru,South,,P02860,Notebook Pro,Furniture,Table,Zen,11,426.71,0.29,3332.6050999999993,177.37,1381.54,41.46,Express,281.56,Net Banking,Delivered,Anjali,Yes,Five
ORD038034,2024-12-02,2024-12-04,CUST13849,Vikas Sharma,Home Office,UAE,Tamil Nadu,Chennai,West,ABC123,P02755,Desk X,Technology,Laptop,Prime,18,288.65,0.09,4728.087,248.57,253.83,5.37,Standard,425.77,Net Banking,Pending,Anjali,,1
ORD028160,"May 10, 2024",2024-05-20,CUST08461,Neha Singh,Consumer,india,Maharashtra,Bengaluru,East,464311,P02228,Desk Pro,Furniture,Chair,Nova,14,4526.9,-0.1,69714.26,3007.24,27612.9,39.61,standard ,186.59,COD,Shipped,Anjali,No,
ORD024703,10/03/2024,2024-03-13,CUST09838,Rahul Patel,Consumer,india,,Bengaluru,East,ABC123,P02885,Desk Pro,Technology,Laptop,Acme,8,3203.29,0.39,15632.055199999999,1578.31,3005.58,19.23,Same Day,293.6,,Delivered,Anjali,No,3
ORD029093,24/01/2023,2023-01-29,CUST13539,Vikas ,Corporate,INDIA,Delhi,Mumbai,West,839856,P00242,Mouse Pro,Tech,Table,Zen,13,2856.38,1.2,-7426.587999999999,1518.8,-27170.99,365.86,Standard,231.99,COD,Pending,,,3
ORD019289,2024-04-05,2024-04-07,CUST06175,Aditya Singh,Home Office,india,Karnataka,Mumbai,South,,P01257,Mouse 2025,Furniture,Table,,15,192.98,,2894.7,139.01,809.55,27.97,Standard,320.83,UPI,Shipped,Rohit,Yes,1
ORD013534,2025-03-17,2025-03-26,CUST13230,Rahul Singh,Home Office,INDIA,Karnataka,Delhi,,400001 ,P00239,Mouse 2025,Furniture,Table,Acme,2,1117.61,0.02,2190.5155999999997,904.37,381.78,17.43,Express,161.8,Cash,Cancelled,Karan,Yes,
ORD034806,"Jan 18, 2023",2023-01-18,CUST05259,Vikas Sharma,Home Office,INDIA,Tamil Nadu,Mumbai,,400001 ,P01429,Desk Pro,Office Supplies,Paper,Prime,14,1297.65,1.2,-3633.4199999999996,727.95,-13824.72,380.49,Standard,384.76,Card,Cancelled,,Yes,4
ORD001074,2023-03-25,2023-03-23,CUST07931,Aditya ,Corporate,INDIA,Tamil Nadu,Pune,South,400001 ,P01329,Mouse ,Technology,Phone,Prime,14,2695.7,0.23,29059.645999999997,2240.0,-2300.35,-7.92,standard ,497.73,COD,Cancelled,Anjali,No,Five
ORD007160,2024-02-14,2024-02-14,CUST14613,John Singh, consumer ,,,Bengaluru,,246794,P00414,Desk 2025,Furniture,Chair,Prime,13,2351.72,0.25,22929.269999999997,1922.78,-2066.87,-9.01,Same Day,74.81,COD,Shipped,,,5
ORD028947,23/02/2025,2025-03-05,CUST11953,Rahul Singh,Consumer,USA,Delhi,Bengaluru,South,ABC123,P01425,Phone ,Furniture,Chair,Zen,11,791.13,0.41,5134.4337000000005,567.86,-1112.03,-21.66,Express,353.75,,Delivered,Karan,No,
ORD041824,"Mar 17, 2024",2024-03-16,CUST00821,Vikas ,Home Office,,Maharastra,Chennai,West,617620,P00406,Phone ,Furniture,Chair,Zen,12,1797.76,0.15,18337.152,1045.64,5789.47,31.57,Standard,53.3,Cash,Shipped,Karan,Yes,1
ORD028123,2025-01-03,2025-01-03,CUST02479,Vikas Patel, consumer ,INDIA,Delhi,Bengaluru,West,556082,P01294,Laptop Max,Furniture,Chair,Nova,17,107.43,0.32,1241.8908,44.57,484.2,38.99,Standard,94.65,Cash,Shipped,Karan,,Five
ORD000574,2023-02-02,2023-02-10,CUST10088,Sara Khan, consumer ,india,Delhi,,,,P00910,Laptop Pro,Furniture,Chair,Acme,8,3704.73,0.38,18375.4608,1761.62,4282.5,23.31,Same Day,209.63,COD,Cancelled,Rohit,,1
ORD014381,"Jun 19, 2025",2025-07-01,CUST09548,Amit , consumer ,INDIA,Gujarat,Chennai,South,400001 ,P01067,Desk ,Furniture,Table,,1,2055.79,,2055.79,1535.47,520.32,25.31,Same Day,158.19,UPI,Shipped,,,
ORD025495,2023-06-19,2023-06-17,CUST14245,Priya Singh,Home Office,INDIA,Karnataka,Mumbai,South,ABC123,P02403,Chair Pro,Office Supplies,Paper,,15,3497.87,1.2,-10493.609999999997,1638.47,-35070.66,334.21,Express,197.62,Card,Pending,Anjali,No,5
ORD042737,"Feb 03, 2023",2023-02-13,CUST05223,Sneha Singh, consumer ,UAE,,Mumbai,East,575217,P00179,Laptop 2025,Furniture,Chair,Acme,17,4087.72,1.2,-13898.247999999996,2979.99,-64558.08,464.51,Same Day,491.27,Card,Pending,Karan,No,3
ORD011429,2024-05-17,2024-05-22,CUST07562,Rahul Patel, consumer ,INDIA,, MUMBAI ,South,ABC123,P01064,Desk Pro,Office Supplies,Paper,Zen,8,429.86,-0.1,3782.7680000000005,241.3,1852.37,48.97,Express,138.25,COD,Pending,Anjali,No,4
ORD023246,2023-08-04,2023-08-11,CUST06712,Rahul Khan,Corporate,UAE,Gujarat,Bengaluru,North,400001 ,P01559,Desk ,Technology,Laptop,Prime,18,4929.81,0.31,61228.24019999999,2003.32,25168.48,41.11,standard ,280.38,UPI,Cancelled,,,4
ORD042050,2023-12-14,2023-12-16,CUST13275,John Khan, consumer ,india,Gujarat,Hydrabad,East,,P02700,Mouse Max,Furniture,Chair,Nova,18,2950.61,0.47,28148.819400000004,2078.65,-9266.88,-32.92,standard ,380.48,Cash,Pending,Rohit,Yes,3
ORD034789,2023-06-01,2023-05-31,CUST09008,Sara Patel,Home Office,UAE,Gujarat,Delhi,East,400001 ,P00113,Desk X,Technology,Laptop,Nova,18,2150.16,1.2,-7740.575999999998,1848.14,-41007.1,529.77,Same Day,61.71,Cash,Delivered,Anjali,No,1
